,Chuyen muc,Nhu cau,Tinh/Thanh pho,Quan/huyen,Xa/Phuong,Duong/khu vuc,Gia,Ngay dang,Dien tich,Huong,So Tang,So phong,Nha ve sinh,Giay to phap,Dien thoai,Mo ta
3696,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 7,Phường Tân Hưng,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",14 triệu/tháng,05/05/2021,106m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3697,Đất,Cần bán,Tây Ninh,Huyện Dương Minh Châu,Xã Bàu Năng,"Đường ĐT 781, Xã Bàu Năng, Huyện Dương Minh Châu, Tây Ninh",580 triệu,05/05/2021,192m²,Đông Nam,,,,Đã có sổ,Đăng nhập để xem,
3698,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 25,"Đường Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","1,35 tỷ",05/05/2021,66m²,,,2,3,Đã có sổ,Đăng nhập để xem,
3699,Đất,Cần bán,Long An,Huyện Đức Hòa,Xã Đức Lập Hạ,"Đường Tỉnh lộ 9, Xã Đức Lập Hạ, Huyện Đức Hòa, Long An",730 triệu,05/05/2021,100m²,Đông Nam,,,,Đã có sổ,Đăng nhập để xem,
3700,Nhà,Cần bán,Hồ Chí Minh,Quận 10,Phường 14,"Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",18 tỷ,05/05/2021,105m²,,,5,4,Đã có sổ,Đăng nhập để xem,
3701,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Hiệp Tân,"Đường Trần Văn Cẩn, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","7,3 tỷ",05/05/2021,118m²,,4,5,4,Đã có sổ,Đăng nhập để xem,
3702,"Căn hộ, Chung cư",Cần bán,Bắc Ninh,Thành phố Bắc Ninh,Phường Võ Cường,"Đường Lê Thái Tổ, phường Võ Cường, Tp. Bắc Ninh, tỉnh Bắc Ninh","1,7 tỷ",05/05/2021,75m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3703,"Căn hộ, Chung cư",Cần bán,Hà Nội,Quận Hoàng Mai,Phường Yên Sở,"01, Đường Vành Đai 3, Phường Yên Sở, Quận Hoàng Mai, Hà Nội","1,65 tỷ",05/05/2021,55m²,Nam,,1,1,Đã có sổ,Đăng nhập để xem,
3704,Nhà,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,2 tỷ",05/05/2021,40m²,Bắc,,2,2,Đã có sổ,Đăng nhập để xem,
3705,Nhà,Cho thuê,Hồ Chí Minh,Quận 8,Phường 3,"Đường Âu Dương Lân, Phường 3, Quận 8, Tp Hồ Chí Minh",10 triệu/tháng,05/05/2021,48m²,Tây,,1,1,Giấy tờ khác,Đăng nhập để xem,
3706,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 7,Phường Tân Phú,"Quận 7, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",8 triệu/tháng,05/05/2021,70m²,,,2,3,,Đăng nhập để xem,
3707,Nhà,Cần bán,Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,"156a, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",5 tỷ,05/05/2021,140m²,Đông,,2,1,Đã có sổ,Đăng nhập để xem,
3708,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","3,3 tỷ",05/05/2021,34m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3709,Nhà,Cần bán,Hà Nội,Quận Tây Hồ,Phường Phú Thượng,"Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","3,1 tỷ",05/05/2021,32m²,Nam,,3,4,,Đăng nhập để xem,
3710,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Hiệp Thành,"Ht13, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","6,5 tỷ",05/05/2021,67m²,,1,2,2,Đã có sổ,Đăng nhập để xem,
3711,Đất,Cần bán,Bình Phước,Huyện Chơn Thành,Xã Minh Hưng,"Đường Quốc Lộ 13, Xã Minh Hưng, Chơn Thành, Bình Phước",936 triệu,05/05/2021,75m²,,,,,Đã có sổ,Đăng nhập để xem,
3712,Nhà,Cần bán,Hồ Chí Minh,Quận 3,Phường 7,"Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Tp Hồ Chí Minh",22 tỷ,05/05/2021,91m²,,4,4,4,Đã có sổ,Đăng nhập để xem,
3713,Nhà,Cần bán,Hồ Chí Minh,Quận 8,Phường 5,"Đường Bùi Minh Trực, Phường 5, Quận 8, Tp Hồ Chí Minh",840 triệu,05/05/2021,50m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3714,Đất,Cần bán,Long An,Huyện Đức Huệ,Xã Mỹ Thạnh Đông,"TL839, Xã Mỹ Thạnh Đông, Huyện Đức Huệ, Long An","1,2 tỷ",05/05/2021,10.000m²,Đông Bắc,,,,Đã có sổ,Đăng nhập để xem,
3715,Đất,Cần bán,Bình Phước,Huyện Đồng Phú,Xã Tân Phước,"Đường ĐT753, Xã Tân Phước, Huyện Đồng Phú, Bình Phước",370 triệu,05/05/2021,1.000m²,,,,,Đã có sổ,Đăng nhập để xem,
3716,Nhà,Cần bán,Hà Nội,Quận Đống Đa,Phường Ngã Tư Sở,"Đường Khương Thượng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội","3,5 tỷ",05/05/2021,32m²,,5,3,4,Đã có sổ,Đăng nhập để xem,
3717,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 8,"Đường Lê Văn Thọ, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh","4,6 tỷ",05/05/2021,45m²,,,3,3,,Đăng nhập để xem,
3718,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 1,Phường Phạm Ngũ Lão,"40, Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",40 triệu/tháng,05/05/2021,80m²,,,,,,Đăng nhập để xem,
3719,Đất,Cần bán,Đà Nẵng,Quận Cẩm Lệ,Phường Hòa Xuân,"Đường Nguyễn Quang Lâm, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","2,85 tỷ",05/05/2021,127m²,Đông,,,,Đã có sổ,Đăng nhập để xem,
3720,Đất,Cần bán,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tân Hòa,"trần kiên, Phường Tân Hòa, Thành phố Buôn Ma Thuột, Đắk Lắk","1,3 tỷ",05/05/2021,162m²,,,,,Đã có sổ,Đăng nhập để xem,
3721,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,"315, Trần Thủ Độ, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","4,55 tỷ",05/05/2021,58m²,Đông Bắc,,2,2,Đã có sổ,Đăng nhập để xem,
3722,Nhà,Cần bán,Tiền Giang,Thị xã Gò Công,Xã Long Chánh,"Đường Quốc Lộ 50, Xã Long Chánh, Thị xã Gò Công, Tiền Giang",870 triệu,05/05/2021,80m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3723,"Căn hộ, Chung cư",Cần bán,Hà Nội,Quận Đống Đa,Phường Cát Linh,"39ngõ 325, giảng võ, Phường Cát Linh, Quận Đống Đa, Hà Nội",920 triệu,05/05/2021,38m²,,,1,1,Đã có sổ,Đăng nhập để xem,
3724,Đất,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc B,"Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",800 triệu,05/05/2021,70m²,,,,,Đã có sổ,Đăng nhập để xem,
3725,Nhà,Cần bán,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Cư ÊBur,"434 ymoan, Xã Cư ÊBur, Thành phố Buôn Ma Thuột, Đắk Lắk","1,499 tỷ",05/05/2021,125m²,,,3,2,,Đăng nhập để xem,
3726,Đất,Cần bán,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Phú,"Đường Lê Duẩn, Phường Cam Phú, Thành phố Cam Ranh, Khánh Hòa",850 triệu,05/05/2021,237m²,Tây Bắc,,,,Đã có sổ,Đăng nhập để xem,
3727,Nhà,Cần bán,Hà Nội,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","4,1 tỷ",05/05/2021,45m²,,,4,4,Đã có sổ,Đăng nhập để xem,
3728,Nhà,Cần bán,Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ,"Đường Lâm Viên, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","12,5 tỷ",05/05/2021,192m²,Tây Nam,3,4,3,Đã có sổ,Đăng nhập để xem,
3729,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","4,1 tỷ",05/05/2021,80m²,Đông,,6,,Đã có sổ,Đăng nhập để xem,
3730,Đất,Cần bán,Quảng Nam,Thành phố Tam Kỳ,Phường Hoà Thuận,"Đường Nguyễn Hoàng, Phường Hoà Thuận, Thành phố Tam Kỳ, Quảng Nam","4,88 tỷ",05/05/2021,2.000m²,,,,,Đã có sổ,Đăng nhập để xem,
3731,Nhà,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,"Đường Quốc Lộ 50, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",880 triệu,05/05/2021,60m²,,,3,2,Đã có sổ,Đăng nhập để xem,
3732,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 8,Phường 4,"chung cư Topaz Elite, Đường Tạ Quang Bửu, Phường 4, Quận 8, Tp Hồ Chí Minh","3,5 triệu/tháng",05/05/2021,87m²,Đông Bắc,,3,2,Đã có sổ,Đăng nhập để xem,
3733,Nhà,Cần bán,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Cư ÊBur,"Ymoan, Xã Cư ÊBur, Thành phố Buôn Ma Thuột, Đắk Lắk","1,85 tỷ",05/05/2021,210m²,Bắc,,2,1,Đã có sổ,Đăng nhập để xem,
3734,Nhà,Cần bán,Bình Dương,Thành phố Thủ Dầu Một,Phường Tương Bình Hiệp,"Đường Số 19, Phường Tương Bình Hiệp, Thành phố Thủ Dầu Một, Bình Dương","1,7 tỷ",05/05/2021,100m²,Đông,,2,2,Đã có sổ,Đăng nhập để xem,
3735,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","6,3 tỷ",05/05/2021,72m²,,,3,3,Đã có sổ,Đăng nhập để xem,
3736,Nhà,Cần bán,Hồ Chí Minh,Quận 9,Phường Trường Thạnh,"Đường Lò Lu, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh","1,5 tỷ",05/05/2021,72m²,Đông Nam,,3,1,Giấy tờ khác,Đăng nhập để xem,
3737,Nhà,Cần bán,Long An,Huyện Đức Hòa,Xã Mỹ Hạnh Nam,"Đường Tỉnh lộ 824, Xã Mỹ Hạnh Nam, Huyện Đức Hòa, Long An",850 triệu,05/05/2021,1.200m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3738,Nhà,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Hiệp,"Đường Lê Lợi, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",700 triệu,05/05/2021,64m²,,1,2,2,Đã có sổ,Đăng nhập để xem,
3739,Nhà,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Sơn,"Phan Văn Hơn, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",130 triệu,05/05/2021,40m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3740,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,"Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","2,15 tỷ",05/05/2021,24m²,Đông,1,1,1,Đã có sổ,Đăng nhập để xem,
3741,Nhà,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,"Đường Phan Văn Đối, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",230 triệu,05/05/2021,64m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3742,Nhà,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,"Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","9,1 tỷ",05/05/2021,60m²,,3,4,3,Đã có sổ,Đăng nhập để xem,
3743,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,"Đường An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","6,2 tỷ",05/05/2021,56m²,,,3,3,Đã có sổ,Đăng nhập để xem,
3744,Nhà,Cần bán,Hà Nội,Quận Hà Đông,Phường Phú Lương,"bắc lãm, Phường Phú Lương, Quận Hà Đông, Hà Nội","1,72 tỷ",05/05/2021,32m²,Bắc,4,3,3,Đã có sổ,Đăng nhập để xem,
3745,Nhà,Cho thuê,Hồ Chí Minh,Huyện Nhà Bè,Xã Nhơn Đức,"Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",6 triệu/tháng,05/05/2021,42m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3746,Nhà,Cần bán,Long An,Huyện Cần Giuộc,Xã Long Thượng,"Đường Tỉnh lộ 835B, Xã Long Thượng, Huyện Cần Giuộc, Long An",980 triệu,05/05/2021,70m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3747,Nhà,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 2,"Đường Phan Đăng Lưu, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh","11,5 tỷ",05/05/2021,196m²,,4,7,4,Đã có sổ,Đăng nhập để xem,
3748,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 15,"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","6,9 tỷ",05/05/2021,60m²,,,5,5,Đã có sổ,Đăng nhập để xem,
3749,Đất,Cần bán,Đồng Nai,Thành phố Biên Hòa,Phường Phước Tân,"Đường Đinh Quang Ân, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai","1,245 tỷ",05/05/2021,100m²,,,,,Đã có sổ,Đăng nhập để xem,
3750,Nhà,Cho thuê,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,"53/1A5, Đường 48, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",7 triệu/tháng,05/05/2021,30m²,,2,2,2,Giấy tờ khác,Đăng nhập để xem,
3751,Nhà,Cho thuê,Hồ Chí Minh,Quận Thủ Đức,Phường Trường Thọ,"Đường 10, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",5 triệu/tháng,05/05/2021,60m²,,1,2,1,,Đăng nhập để xem,
3752,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 11,"Đường Quang Trung, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","3,9 tỷ",05/05/2021,48m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3753,Nhà,Cần bán,Bình Dương,Thị xã Dĩ An,Phường Dĩ An,"139, Đường Lê Hồng Phong, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",4 tỷ,05/05/2021,140m²,Nam,,4,3,Đã có sổ,Đăng nhập để xem,
3754,Nhà,Cho thuê,Hồ Chí Minh,Quận 11,Phường 14,"Đường Bình Thới, Phường 14, Quận 11, Tp Hồ Chí Minh",20 triệu/tháng,05/05/2021,46m²,,,4,6,,Đăng nhập để xem,
3755,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Quý,"71, Gò Dầu, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","8,3 tỷ",05/05/2021,74m²,Tây,,4,4,,Đăng nhập để xem,
3756,Nhà,Cần bán,Hà Nội,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","3,75 tỷ",05/05/2021,33m²,,4,4,3,Đã có sổ,Đăng nhập để xem,
3757,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,"Đường Liên Khu 5 - 6, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","1,05 tỷ",05/05/2021,38m²,,1,2,2,Đã có sổ,Đăng nhập để xem,
3758,"Căn hộ, Chung cư",Cần bán,Thừa Thiên Huế,Thành phố Huế,Phường Thuỷ Xuân,"Kiệt 82, Đường Quảng Tế, Phường Thuỷ Xuân, Thành phố Huế, Thừa Thiên Huế","2,45 tỷ",05/05/2021,100m²,Tây Bắc,,3,2,Đã có sổ,Đăng nhập để xem,
3759,Nhà,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,"Tân túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",900 triệu,05/05/2021,50m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3760,Nhà,Cần bán,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Cư ÊBur,"Đường Phạm Ngũ Lão, Xã Cư ÊBur, Thành phố Buôn Ma Thuột, Đắk Lắk","1,89 tỷ",05/05/2021,126m²,Nam,,3,2,Đã có sổ,Đăng nhập để xem,
3761,Nhà,Cần bán,Hồ Chí Minh,Quận 8,Phường 7,"Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh","1,85 tỷ",05/05/2021,20m²,,,1,2,,Đăng nhập để xem,
3762,Đất,Cần bán,Bình Dương,Thị xã Dĩ An,Phường Tân Đông Hiệp,"Đường D16, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương","8,75 tỷ",05/05/2021,314m²,Đông Nam,,,,Đã có sổ,Đăng nhập để xem,
3763,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 9,"Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh","5,5 tỷ",05/05/2021,62m²,,2,3,2,Đã có sổ,Đăng nhập để xem,
3764,Nhà,Cần bán,Hà Nội,Quận Long Biên,Phường Việt Hưng,"ngô gia tự, Phường Việt Hưng, Quận Long Biên, Hà Nội","2,8 tỷ",05/05/2021,33m²,,,4,5,Đã có sổ,Đăng nhập để xem,
3765,Đất,Cần bán,Đà Nẵng,Quận Liên Chiểu,Phường Hòa Minh,"Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","3,7 tỷ",05/05/2021,80m²,Đông,,,,,Đăng nhập để xem,
3766,Đất,Cần bán,Bình Thuận,Huyện Tuy Phong,Thị trấn Phan Rí Cửa,"đường Bàu Trắng, Thị trấn Phan Rí Cửa, Huyện Tuy Phong, Bình Thuận","1,8 tỷ",05/05/2021,100m²,,,,,Đã có sổ,Đăng nhập để xem,
3767,Nhà,Cần bán,Hà Nội,Quận Hai Bà Trưng,Phường Minh Khai,"8, Đường Gốc Đề, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","3,2 tỷ",05/05/2021,30m²,Tây,5,3,4,Đã có sổ,Đăng nhập để xem,
3768,Nhà,Cần bán,Hồ Chí Minh,Quận 2,Phường Thảo Điền,"Đường 47, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh",39 tỷ,05/05/2021,203m²,Đông Bắc,4,4,4,Đã có sổ,Đăng nhập để xem,
3769,Nhà,Cho thuê,Hồ Chí Minh,Quận 5,Phường 5,"Đường Bùi Hữu Nghĩa, Phường 5, Quận 5, Tp Hồ Chí Minh",60 triệu/tháng,05/05/2021,80m²,,3,3,3,Giấy tờ khác,Đăng nhập để xem,
3770,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 2,Phường Thủ Thiêm,"Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Tp Hồ Chí Minh",20 triệu/tháng,05/05/2021,92m²,Đông Nam,,2,2,Đang chờ sổ,Đăng nhập để xem,
3771,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 2,Phường An Phú,"Centana Thủ Thiêm, Phường An Phú, Quận 2, Tp Hồ Chí Minh",12 triệu/tháng,05/05/2021,88m²,,,3,2,,Đăng nhập để xem,
3772,Đất,Cần bán,Bình Phước,Huyện Đồng Phú,Xã Thuận Phú,"Đường ĐT 741, Xã Thuận Phú, Huyện Đồng Phú, Bình Phước",480 triệu,05/05/2021,300m²,,,,,Đã có sổ,Đăng nhập để xem,
3773,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận 2,Phường Bình Trưng Đông,"385, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Tp Hồ Chí Minh","1,2 tỷ",05/05/2021,75m²,Tây,,2,2,Đã có sổ,Đăng nhập để xem,
3774,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 9,"Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh","3,65 tỷ",05/05/2021,28m²,,1,2,2,Đã có sổ,Đăng nhập để xem,
3775,Nhà,Cần bán,Hồ Chí Minh,Quận 3,Phường 12,"Lê Văn Sỹ Quận 3, Phường 12, Quận 3, Tp Hồ Chí Minh","6,7 tỷ",05/05/2021,38m²,Đông,6,6,,Đã có sổ,Đăng nhập để xem,
3776,Đất,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,"Nguyễn Văn Bứa, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",13 triệu,05/05/2021,60m²,,,,,,Đăng nhập để xem,
3777,Nhà,Cần bán,Hà Nội,Quận Hà Đông,Phường Phú Lãm,"Đường Quốc lộ 21, Phường Phú Lãm, Quận Hà Đông, Hà Nội","1,25 tỷ",05/05/2021,33m²,,,3,4,Đã có sổ,Đăng nhập để xem,
3778,Nhà,Cần bán,Tiền Giang,Thị xã Cai Lậy,Phường 5,"13/569, Đường Quốc lộ 1A, Phường 5, Thị xã Cai Lậy, Tiền Giang",10 tỷ,05/05/2021,285m²,Bắc,,5,3,Đã có sổ,Đăng nhập để xem,
3779,Nhà,Cần bán,Đà Nẵng,Quận Thanh Khê,Phường Hòa Khê,"Đường Thân Nhân Trung, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","5,3 tỷ",05/05/2021,81m²,,,5,5,Đã có sổ,Đăng nhập để xem,
3780,Nhà,Cho thuê,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Hòa,"Hẻm 30/4, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",16 triệu/tháng,05/05/2021,65m²,Bắc,,3,3,Đã có sổ,Đăng nhập để xem,
3781,Đất,Cần bán,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Ea Tu,"Đường Buôn Jù, Xã Ea Tu, Thành phố Buôn Ma Thuột, Đắk Lắk","1,17 tỷ",05/05/2021,320m²,Đông,,,,Đã có sổ,Đăng nhập để xem,
3782,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Bình Thạnh,Phường 25,"Đường Thanh Đa, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","5,5 triệu/tháng",05/05/2021,23m²,,,1,1,,Đăng nhập để xem,
3783,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Gò Vấp,Phường 10,"18, 18 Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",18 triệu/tháng,05/05/2021,120m²,Đông Bắc,,3,2,Đang chờ sổ,Đăng nhập để xem,
3784,Nhà,Cần bán,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Hòa,"Đường Nguyễn Thị Minh Khai, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương","3,75 tỷ",05/05/2021,100m²,Đông Bắc,2,3,2,Đã có sổ,Đăng nhập để xem,
3785,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,"bùi tư toàn, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","1,16 tỷ",05/05/2021,52m²,,1,2,2,Đã có sổ,Đăng nhập để xem,
3786,Nhà,Cần bán,Quảng Nam,Thị xã Điện Bàn,Phường Điện Dương,"Khu đô thị Điện Ngọc - Điện Dương, Phường Điện Dương, Thị xã Điện Bàn, Quảng Nam",25 triệu,05/05/2021,100m²,Bắc,,1,1,Đã có sổ,Đăng nhập để xem,
3787,Đất,Cần bán,Tây Ninh,Thành phố Tây Ninh,Xã Tân Bình,"Đường ĐT 793, Xã Tân Bình, Thành phố Tây Ninh, Tây Ninh",600 triệu,05/05/2021,576m²,,,,,,Đăng nhập để xem,
3788,Nhà,Cần bán,Hồ Chí Minh,Quận 8,Phường 10,"Đường Ba Đình, Phường 10, Quận 8, Tp Hồ Chí Minh","9,3 triệu",05/05/2021,74m²,Đông Nam,,3,2,Đã có sổ,Đăng nhập để xem,
3789,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,"Đường Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","2,3 tỷ",05/05/2021,59m²,,,2,2,Đang chờ sổ,Đăng nhập để xem,
3790,Đất,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Đông,"Đường 22, Phường Linh Đông, Quận Thủ Đức, Tp Hồ Chí Minh","4,4 tỷ",05/05/2021,62m²,,,,,,Đăng nhập để xem,
3791,Đất,Cần bán,Hà Nội,Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","3,35 tỷ",05/05/2021,52m²,,,,,Đã có sổ,Đăng nhập để xem,
3792,Đất,Cần bán,Bình Phước,Huyện Chơn Thành,Xã Minh Hưng,"Đường Liên Ấp 9-10, Xã Minh Hưng, Huyện Chơn Thành, Bình Phước","2,45 tỷ",05/05/2021,852m²,,,,,Đã có sổ,Đăng nhập để xem,
3793,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 8,Phường 6,"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","6,5 triệu/tháng",05/05/2021,45m²,Đông Bắc,,1,1,Đang chờ sổ,Đăng nhập để xem,
3794,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 3,"Đường Nguyễn Thái Sơn, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh","9,5 tỷ",05/05/2021,80m²,,5,3,5,Đã có sổ,Đăng nhập để xem,
